,Unnamed: 0,book_name,summaries,categories
1765,1780,Algorithms To Live By," explains how computer algorithms work, why their relevancy isn’t limited to the digital world and how you can make better decisions by strategically using the right algorithm at the right time, for example in dating, at home or in the office.",productivity
1769,1784,Winners: And How They Succeed," draws on years of research and extensive interviews with a wide array of successful people to deliver a blueprint for what it takes to win in life based on strategy, leadership and team-building.",productivity
1775,1790,The Rise Of Superman," decodes the science of ultimate, human performance by examining how top athletes enter and stay in a state of flow, while achieving their greatest feats, and how you can do the same.",productivity
1778,1793,The Code Of The Extraordinary Mind," gives you a 10-step framework for success, based on the lives of the world’s most successful people, who the author has spent 200+ hours interviewing.",productivity
1781,1796,"Think Like A Freak teaches you how to reject conventional wisdom as often as possible, ask the right questions about everything and come up with your own, statistically validated answers, instead of relying on other peoples’ opinions or common sense",.,productivity
1783,1798,Remote, explains why offices are a thing of the past and what both companies and employees can do to thrive in a company that’s spread all across the globe with people working wherever they choose to.,productivity
1784,1799,The Now Habit," is a strategic program to help you eliminate procrastination from your life, bring fun and motivation back to your work and enjoy your well-earned spare time without feeling guilty.",productivity
1785,1800,Where Good Ideas Come From," describes how the process of innovation is similar to evolution and why good ideas have to be shaped over time, build on existing platforms, require connections, luck, and error and how you can turn something old into something new.",productivity
1786,1801,Mini Habits," explains how you can get the most out of the fact that 45% of your behavior happens on autopilot by setting ridiculously small goals, relying on willpower instead of motivation and tracking your progress to live a life that’s full of good mini habits.",productivity
1787,1802,"The Eureka Factor lays out the history of so-called “aha moments” and explains what happens in your brain as you have them, where they come from and how you can train yourself to have more flashes of genius",.,productivity
1788,1803,Grain Brain," takes a look at the impact carbohydrates have on the structure and development of your brain, arriving at the conclusion that a diet high in fat, low in carbs and especially sugar, combined with fasting, lots of activity and more sleep could provide you with a much higher quality of life.",productivity
1789,1804,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",productivity
1792,1807,The Third Wave," lays out the history of the internet and how it’s about to permeate everything in our lives, as well as what it takes for entrepreneurs to make use of this mega-trend and thrive in an omni-connected, always-online world.",productivity
1793,1808,Originals," re-defines what being creative means by using many specific examples of how persistence, procrastination, transparency, critical thinking and perspective can be brought together to change the world.",productivity
1795,1810,Hatching Twitter," details the story and human drama behind the creation and meteoric rise of Twitter, the social media platform that’s changed how we communicate over the past ten years.",productivity
1796,1811,The Sleep Revolution," paints a grim picture of Western sleep culture, but not without extending a hand to school kids, students, professionals and CEOs alike by offering genuine advice on how to stop wearing sleep deprivation as a badge of honor and finally get a good night’s sleep.",productivity
1797,1812,How to Become a Straight-A Student," gives you the techniques A+ students have used to pass college with flying colors and summa cum laude degrees, without compromising their entire lives and spending every minute in the library, ranging from time management and note-taking tactics all the way to how you can write a great thesis.",productivity
1799,1814,Rejection Proof," shows you that no “No” lasts forever, and how you can use rejection therapy to change your perspective of fear, embrace new challenges, and hear the word “Yes” more often than ever before.",productivity
1800,1815,Smartcuts," explains how some people and businesses achieve rapid growth and build sustainable, profitable companies in the time it takes you to get another promotion, by working smart, not hard and hacking into the ladder of success, instead of climbing it one step at a time.",productivity
1801,1816,Predictable Success," leads you through the various stages of companies and alternative paths they can and might take, depending on their actions, showing you the safest path towards predictable success, where you consistently achieve your goals.",productivity
1802,1817,Traction, is a roadmap for startups to achieve the exponential growth necessary to survive the first few months and years by looking at 19 ways to get traction and a framework to help you pick the best one for your startup.,productivity
1804,1819,Black Box Thinking," reveals that all paths to success lead through failure and what you can do to change your perspective on it, admit your mistakes, and build your own black box to consistently learn and improve from the feedback failure gives you.",productivity
1807,1822,Reading Like A Writer," takes you through the various elements of world-famous literature and shows you how, by paying close attention to how great authors employ them, you can not only get a lot more from your reading, but also learn to be a better writer yourself.",productivity
1808,1823,Smarter Faster Better," tells deeply researched stories from professionals around the world to show you how to do what you’re already doing in a better, more efficient way, by focusing on decisions, motivation and the way we set goals.",productivity
1810,1825,10 Days To Faster Reading," helps you bring your reading skills to the current century, even if you’ve stopped developing them, like most of us, with the end of elementary school, by helping you select what to read in a better way and giving you actionable techniques to read and retain faster and better.",productivity
1811,1826,The Art Of Learning," explains the science of becoming a top performer, based on Josh Waitzkin’s personal rise to the top of the chess and Tai Chi world, by showing you the right mindset, proper ways to practice and how to build the habits of a professional.",productivity
1812,1827,Carrots And Sticks," explains how you can harness the power of incentives – carrots and sticks – to change your bad behaviors, improve your self-control and reach your long-term goals.",productivity
1815,1830,"Eat, Move, Sleep"," shows you that living a long and healthy life is not the result of massive lifestyle changes, but of lots of small habits, which improve the way you sleep, eat and exercise and, if combined, add a whole lot to your health.",productivity
1818,1833,Why We Work," looks at the purpose of work in our lives by examining how different people view their work, what traits make work feel meaningful, and which questions companies should ask to maximize the motivation of their employees.",productivity
1819,1834,Deep Work," proposes that we have lost our ability to focus deeply and immerse ourselves in a complex task, showing you how to cultivate this skill again and focus more than ever before with four simple rules.",productivity
1827,1842,Losing My Virginity," details Richard Branson’s meteoric rise to success and digs into what made him the adventurous, fun-loving, daring entrepreneur he is today and what lessons you can learn about business from him.",productivity
1830,1845,The Desire Map," gives your goal-setting mechanism a makeover by showing you that desire, not facts, is what fuels our lives and helps you rely on your feelings to navigate life, instead of giving in to the pressure of the outside world to check the boxes on goals that don’t really matter to you.",productivity
1832,1847,The Art of Non-Conformity," teaches you how to play life by your own rules by giving you practical glimpses into the world of self-employment, a new approach to travel, to-do list minimalism and conscious spending habits.",productivity
1833,1848,David and Goliath," explains why underdogs win in situations where the odds are stacked unfavorably against them, and how you can do the same.",productivity
1835,1850,Blink," explains what happens when you listen to your gut feeling, why these snap judgments are often much more efficient than conscious deliberating, and how to avoid your intuition leading you to wrong assumptions.",productivity
1837,1852,Linchpin," shows you why the time of simply following instructions at your job is over and how to make yourself indispensable, which is a must for success today.",productivity
1838,1853,Focus," shows you that attention is the thing that makes life worth living and helps you develop more of it to become focused in every area of life: work, relationships and your own attitude towards life and the planet.",productivity
1840,1855,Rework," shows you that you need less than you think to start a business – way less – by explaining why plans are actually harmful, how productivity isn’t a result from working long hours and why hiring and seeking investors should be your absolute last resort.",productivity
1842,1857,The Success Principles," condenses 64 lessons Jack Canfield learned on his journey to becoming a successful entrepreneur, author, coach and speaker into 6 sections, which will help you transform your mindset and take responsibility and control of your own life, so you can get from where you are to where you want to be.",productivity
1844,1859,Do Over," shines a light on the four core skills you need to build an amazing career: relationships, skills, character and hustle, and shows you how to develop each one of them and use them in different stages of your career.",productivity
1848,1863,Crush It," is the blueprint you need to turn your passion into your profession and will give you the tools to turn yourself into a brand, leverage social media, produce great content and reap the financial benefits of it.",productivity
1849,1864,The Year Without Pants," dives into the company culture of Automattic, the company behind WordPress.com and explains how they’ve created a culture of work where employees thrive, creativity flows freely and new ideas are implemented on a daily basis.",productivity
1850,1865,Start," shows you how you can flip the switch of your life from average to awesome by punching fear in the face, being realistic, living with purpose and going through the five stages of success, one step at a time.",productivity
1852,1867,Rookie Smarts," argues against experience and for a mindset of learning in the modern workplace, due to knowledge growing and changing fast, which gives rookies a competitive advantage, as they’re not bound by common practices and the status quo.",productivity
1858,1873,The Psychology of Winning," teaches you the 10 qualities of winners, which set them apart and help them win in every sphere of life: personally, professionally and spiritually.",productivity
1860,1875,The 80/20 Principle, reveals how you can boost your effectiveness both in your own life and for your business by getting you in the mindset that not all inputs produce an equal amount of outputs and helping you embrace the Pareto principle.,productivity
1864,1879,Quiet," shows the slow rise of the extrovert ideal for success throughout the 20th century, while making a case for the underappreciated power of introverts and showing up new ways for both forces to cooperate.",productivity
1865,1880,Antifragile," reveals how some systems thrive from shocks, volatility and uncertainty, instead of breaking from them, and how you can adapt more antifragile traits yourself to thrive in an uncertain and chaotic world.",productivity
1866,1881,Getting Things Done," is a manual for stress-free productivity, which helps you set up a system of lists, reminders and weekly reviews, in order to free your mind from having to remember tasks and to-dos and instead let it work at full focus on the task at hand.",productivity
1873,1888,"Jab, Jab, Jab, Right Hook"," is a message to everyone who’s not on the social media train yet, showing them how to tell their story the right way on social media, so that it’ll actually get heard.",productivity
1874,1889,The Art Of Work," is the instruction manual to find your vocation by looking into your passions, connecting them to the needs of the world, and thus building a legacy that’s bigger than yourself.",productivity
1876,1891,The War Of Art," brings some much needed tough love to all artists, business people and creatives who spend more time battling the resistance against work than actually working, by identifying the procrastinating forces at play and pulling out the rug from under their feet.",productivity
1878,1893,Mastery," debunks the myth of talent and shows you there are proven steps you can take to achieve mastery in a discipline of your own choosing, by analyzing the paths of some of history’s most famous masters, such as Einstein, Darwin and Da Vinci.",productivity
1879,1894,The Pomodoro Technique," is the simplest way to productively manage your time with only two lists and a timer, by breaking down your workload into small, manageable chunks to stay fresh and focused throughout your day.",productivity
1881,1896,So Good They Can’t Ignore You," sheds some much needed light on the “follow your passion” myth and shows you that the true path to work you love lies in becoming a craftsman of the work you already have, collecting rare skills and taking control of your hours in the process.",productivity
1884,1899,Zero To One," is an inside look at Peter Thiel’s philosophy and strategy for making your startup a success by looking at the lessons he learned from founding and selling PayPal, investing in Facebook and becoming a billionaire in the process.",productivity
1887,1902,The ONE Thing," gives you a very simple approach to productivity, based around a single question, to help you have less clutter, distractions and stress, and more focus, energy and success.",productivity
1889,1904,Steve Jobs," is the most detailed and accurate account of the life of the man who created Apple, the most valuable technology company in the world.",productivity
1894,1909,The Wisdom Of Crowds," researches why groups reach better decisions than individuals, what makes groups smart, where the dangers of group decisions lie, and how each of us can encourage the groups we are part of to work together.",productivity
1895,1910,The Willpower Instinct," breaks down willpower into 3 categories, and gives you science-backed systems to improve your self-control, break bad habits and choose long-term goals over instant gratification.",productivity
1896,1911,How We Learn," teaches you how your brain creates and recalls memories, what you can do to remember things better and longer, and how you can boost your creativity and improve your gut decisions along the way.",productivity
1899,1914,You Are Not Your Brain," educates you about the science behind bad habits and breaking them, giving you an actionable 4-step framework you can use to stop listening to your brain’s deceptive messages.",productivity
1901,1916,Outlive," compiles the latest science on health and longevity, combined with practical advice anyone can use to live better today and beat four types of chronic disease with the four pillars of good health: exercise, nutrition, sleep, and emotional health.",psychology
1927,1942,The 1-Page Marketing Plan," offers a hands-on guide to creating a simple, single-page marketing strategy that will help you find prospects, generate leads, keep them engaged, and close sales, all from scratch.",psychology
1970,1985,Discourses," is a transcription of Epictetus’s lectures which aim to address a series of life ethics and tales that can help us make sense of certain things happening to us, such as hardship, challenges, and life events that ultimately lead to a stronger character.",psychology
1980,1995,Toward a Psychology of Being," encompasses the extended research of Abraham Maslow on the human condition, how people view their wants and needs, the process of psychological growth and how achieving a sense of fulfillment is possible by understanding your perspective on needs and the way your mind works.",psychology
1986,2001,The Motivation Manifesto," explores how we can find purpose and meaningfulness in our lives by discovering our inner motivators and overcoming our fears, tapping into our inner power and living life fully and freely.",psychology
2014,2031,Doesn’t Hurt To Ask," teaches persuasion via asking the right questions, explaining that intentional questions are the key to sharing your ideas, connecting with your audience, and convincing people both in the office and at home.",psychology
2047,2064,The Power Of Myth," is a book based on Joseph Campbell and Bill Moyer’s popular 1988 documentary of the same name, explaining where myths come from, why they are so common in society, how they’ve evolved, and what important role they still play in our ever-changing world today.",psychology
2081,2098,Building A StoryBrand, is your guide to turning your sales pages and product into an adventure for your clients by identifying the seven steps to successful storytelling as a company and how to craft the clearest message possible so that they will understand and want to be part of it.,psychology
2095,2112,Everybody Lies," will expand your mind about the true nature of human beings by explaining what big data is, how it came to be, and how we can use it to understand ourselves better.",psychology
2113,2130,The Personality Brokers," uncovers the true, yet un-scientific origins of the Myers-Briggs Type Indicator personality test.",psychology
2195,2212,Contagious," illustrates why certain ideas and products spread better than others by sharing compelling stories from the world of business, social campaigns, and media.",psychology
2212,2229,The More Of Less," teaches you how to declutter your time, mental capacities, and spaces to give more attention to the people and experiences that matter most.",psychology
2213,2230,Psyched Up, is an in-depth look at the science behind mental preparation that will show you how to do your best when it counts the most based on what top performers do.,psychology
2226,2243,21 Lessons For The 21st Century," highlights today’s most pressing political, cultural, and economic challenges created by technology while helping us prepare for an uncertain future.",psychology
2235,2252,Letters From A Stoic, is a collection of moral epistles famous Roman Stoic and philosopher Seneca,psychology
2259,2276,The Interpretation Of Dreams," is Sigmund Freud’s seminal work on scientifically analyzing the deeper meaning hidden inside each and every one of our human dreams, which will help you make more sense of your own psyche.",psychology
2277,2294,21 Days To A Big Idea," shows you how to combine the creative and rational sides of your brain to come up with cool, new ideas and fun ways to implement them, which might even help you create a sustainable business in the long run, in as little as 21 days.",psychology
2284,2301,The Geography Of Genius," explains how genius is not an inherited trait bound to individual, but rather happens at the intersection of time and place, by talking you on a tour through some of the historically most creative cities in the world.",psychology
2288,2305,The Language Instinct," argues that we are born with an innate capability to understand languages, that most of them are more similar than you might think and explains where our capability to deal with words so well comes from.",psychology
2320,2337,Through The Language Glass," explains how the language you speak fundamentally alters your reality and how nature, culture and language have all been intertwined all throughout history.",psychology
2321,2338,Million Dollar Consulting," teaches you how to build a thriving consultancy business, by focusing on relationships, delivering strategic value and thinking long-term all the way through.",psychology
2326,2343,How To Create A Mind," breaks down the human brain into its components, in order to then draw parallels to computers and find out what is required to let them replicate our minds, thus creating true, artificial intelligence.",psychology
2346,2363,Inventology," takes you through the history of how many of the world’s best inventors came across their ideas, uncovering their creative process and how you can update it for today to figure out what drives great inventions and come up with your own.",psychology
2351,2368,Pitch Anything," relies on tactics and strategies from a field called neuroeconomics to give you an entirely new way of presenting, pitching and convincing other people of your ideas and offers.",psychology
2352,2369,The Signal And The Noise," explains why so many predictions end up being wrong, and how statisticians, politicians and meteorologists fall prey to masses of data, when finding important signals is mostly a matter of being cautious, diligent and, most importantly, human.",psychology
2360,2377,Meditations On First Philosophy," is one of the premier works of Western philosophy, written by René Descartes in 1641, prompting us to abandon everything that can possibly be doubted and then starting to reason our way forward based only on what we can know with absolute certainty.",psychology
2363,2380,This Is Your Brain On Music," explains where music historically comes from, what it triggers in our brain, how we develop our tastes and why it’s a crucial part of our lives, along with what makes great musicians great.",psychology
2372,2389,The ADHD Advantage," sheds light on one of the most falsely assessed health conditions of the 21st century, by explaining how ADHD is overdiagnosed, overmedicated and why people with ADHD should embrace it as a means of success.",psychology
2374,2391,Ending Aging," describes how the process of aging is like a disease and therefore, treatable, by outlining the seven primary ways in which we age and possible antidotes to all of them, plus a glimpse into the future of potentially indefinite human life.",psychology
2385,2402,How To Read Literature Like A Professor," shows you how to get more out of your reading, by educating you about the basics of classic literature and how authors use patterns, themes, memory and symbolism in their work to deliver their message to you.",psychology
2386,2403,The 48 Laws Of Power," draws on many of history’s most famous power quarrels to show you what power looks like, how you can get it, what to do to defend yourself against the power of others and, most importantly, how to use it well and keep it.",psychology
2417,2434,All Marketers Are Liars," is based on the idea that we believe whatever we want to believe, and that it’s exactly this trait of ours, which marketers use (and sometimes abuse) to sell their products by infusing them with good stories – whether they’re true or not.",psychology
2421,2438,"Trust Me, I’m Lying"," is a marketer’s take on how influential blogs have become, why that’s something to worry about, and which broken dynamics govern the internet today, including his own confessions of how he gamed that very system to successfully generate press for his clients.",psychology
2423,2440,Launch," is an early internet entrepreneurs step-by-step blueprint to creating products people want, launching them from the comfort of your home and building the life you’ve always wanted, thanks to the power of psychology, email, and of course the internet.",psychology
2430,2447,Permission Marketing," explains why nobody pays attention to TV commercials and flyers anymore, and shows you how in today’s crowded market, you can cheaply start a dialogue with your ideal customer, build a relationship over time and sell to them much more effectively.",psychology
2439,2456,Crossing The Chasm," gives high tech startups a marketing blueprint, in order to make their product get the initial traction it needs to eventually reach the majority of the market and not die in the chasm between early adopters and pragmatists.",psychology
2452,2469,Purple Cow," explains why building a great product and advertising the heck out of it simply doesn’t cut it anymore and how you can build something that’s so remarkable people have to share it, in order to succeed in today’s crowded post-advertising world.",psychology
2460,2477,The Tipping Point," explains how ideas spread like epidemics and which few elements need to come together to help an idea reach the point of critical mass, where its viral effect becomes unstoppable.",psychology
2474,2491,Talk Like TED," has analyzed over 500 of the most popular TED talks to help you integrate the three most common features of them, novelty, emotions, and being memorable, into your own presentations and make you a better speaker.",psychology
2484,2501,Hooked," shows you how some of the world’s most successful products, like smartphones, make us form habits around them and why that’s crucial to their success, before teaching you the 4-step framework that lies behind them.",psychology
2491,2508,Duct Tape Marketing, introduces small businesses to the nuts and bolts of marketing in the 21st century by taking them all the way from character profiles and strategy through specific marketing tactics to building a great referral system.,psychology
2494,2511,Do The Work," is Steven Pressfield’s follow-up to The War Of Art, where he gives you actionable tactics and strategies to overcome resistance, the force behind procrastination.",psychology
2495,2512,The Happiness Advantage," turns the tables on happiness, by proving it’s a tool for success, instead of the result of it, and gives you 7 actionable principles you can use to increase both.",psychology
2535,2552,Expert Secrets," teaches you how to create and implement an informative marketing plan and putting it into practice, while also showing you what problem you must solve for your prospects or teach them how to do it themselves.",motivation
2554,2571,The Longevity Paradox," explores ways to live a longer, healthier life and “die young” as a senior, instead of having to go through illnesses, all by focusing on the microbiome and improving our lifestyle as heart surgeon ",motivation
2557,2574,Raise Your Game," delves into the philosophy of peak performance presented by a former basketball coach who achieved success by focusing on self-awareness, discipline, and a series of virtues.",motivation
2560,2577,Lead Yourself First," highlights the importance of solitude, sorting your mind, and self-awareness in leading others, recommending strongly aligned goals and an inspiring mission to get others to take initiative on your shared objectives.",motivation
2561,2578,The Mom Test," talks about ways to tell if your business idea is great or terrible by assessing the opinions of your friends, family, and investors accordingly, and not believing everything they say just to make you feel good.",motivation
2563,2580,Words That Work," outlines the importance of using the right words and the appropriate body language in a given situation to make yourself understood properly and get the most out of the dialogue, while also teaching you some tips-and-tricks on how to win arguments, tame conflicts, and get your point across using a wise selection of words.",motivation
2587,2604,The Hero With a Thousand Faces," analyzes humankind from a mythological and symbolistic point of view to prove that all humans have similar core concepts written in them, such as the monomyth, which is a way of narrating stories that people from all over the world use to connect with one another.",motivation
2625,2646,The Hero Code," identifies the traits of real-life heroes through inspiring stories of bravery and determination, many taken directly from the author’s experience as a four-star Navy admiral.",motivation
2629,2650,Lives of the Stoics," takes a deep dive into the experiences and beliefs of some of the earliest philosophers practicing the four Stoic virtues of courage, temperance, justice, and wisdom.",motivation
2640,2661,Four Hundred Souls," tells the history of African Americans from the perspective of 90 authors who share insights on 400 years of conflict, oppression, and faith that with all the hard work of those fighting for equality, things would get better someday.",motivation
2642,2663,The Gift Of Fear, is a guide to understanding how your fear and instincts about other people can protect you by showing you how to recognize and understand the warning signs that criminals and violent people exhibit before they strike.,motivation
2760,2781,Getting There, will inspire you to move toward your entrepreneurial dreams with the business journeys of six successful entrepreneurs. ,motivation
2775,2796,Imperfect Courage, is the story of how entrepreneur Jessica Honegger learned to step out of her comfort zone and build a million-dollar business helping artists and people in need around the world.,motivation
2778,2799,Hit Refresh, tells the inspiring story of an Indian boy named Satya Nadella,motivation
2782,2803,#GIRLBOSS, shows that even an unconventional life can lead to success when you discover your passions and improve your skills in unusual and unpredictable ways.,motivation
2805,2826,Crushing It," is Gary Vaynerchuk’s follow-up to his personal branding manifesto Crush It, in which he reiterates the importance of a personal brand and shows you the endless possibilities that come with building one today.",motivation
2817,2838,Side Hustle," shows you how to set up new income streams without quitting your day job, taking you all the way from your initial idea to your first earned dollars in just 27 days.",motivation
2842,2863,Alibaba’s World," is an inside look at one of the world’s largest e-commerce companies from one of its first Western employees, who served as its vice president and head of international marketing for several years, showing how this company turned from startup to global player in just 15 years.",motivation
2886,2907,Sam Walton: Made In America," shines a light on the man behind the biggest fortune ever amassed in business and explains how he built Walmart into a billion-dollar empire with hard work, incessant learning and an unrivaled resolve to make every single customer as happy as can be.",motivation
2902,2923,Make Your Mark," is a business book for creatives, telling them how to get started on turning their creative energy into a profitable business with simple, actionable ideas taken from 20 leading entrepreneurs and designers, who lead successful creative businesses.",motivation
2928,2949,Built To Last, examines what lies behind the extraordinary success of 18 visionary companies and which principles and ideas they’ve used to thrive for a century.,motivation
2937,2958,The Cult of We," presents the story of WeWork, a hyped American company that offered office spaces for rent and became the most valuable start-up in the world, only to be exposed later on as a massively overpriced business that was in fact losing a million dollars a day.",marketing
2938,2959,The Sales Advantage," offers a practical guide to acquiring customers, closing sales, and increasing profits by following a series of proven techniques from a corporate coaching course about sales procedures.",marketing
2952,2973,Show Your Work!," talks about the importance of being discoverable, showcasing your work like a professional, and networking properly in order to succeed with your creative work.",marketing
2958,2982,No Logo," uses four parts, including “No Space,” “No Choice,” “No Jobs,” and “No Logo,” to explain the growth of brand power since the 1980s, how the focus of companies on image rather than products has affected employees, and to identify those who fight against large corporations and their brands.",marketing
2965,2989,Subscribed," helps your company move to a subscription model by identifying the history of this innovative idea, how it makes businesses so successful, and what you need to do to implement it in your own company.",marketing
2966,2990,How I Built This, is a compilation of the best tips and lessons that Guy Raz learned from interviewing the founders of the greatest businesses in the world on his podcast of the same name and teaches how to start a company and keep it running strong.,marketing
2967,2991,Storyworthy," shows you how to tell a narrative that will impact others by outlining how to engage your audience throughout the start, end, and everything in between.",marketing
2968,2992,The Art Of The Start, is your guide to beginning a company and explains everything from getting the right people on board to writing a winning business plan and building your brand.,marketing
2973,2997,Cashvertising," teaches you how to become an expert at marketing by using techniques like using the power of authority, following the three steps of writing a perfect headline, and appealing to the eight basic desires people have instead of spending millions on ads.",marketing
2982,3006,Amazon, will help you make your business better by sharing what made Jeff Bezos’s gigantic company so successful at going from its humble beginnings to now dominating the e-commerce market.,marketing
2989,3013,This Is Marketing," argues that marketing success in today’s world comes from focusing more on the needs, values, and desires of our target audience, rather than spamming as many people as possible with our message.",marketing
2990,3014,Start Something That Matters," encourages you to overcome your fear of the unknown and create a business that not only makes money but also helps people, even if you have few resources to start with. ",marketing
2991,3015,An Audience Of One," is a practical and inspiring manual for creators who want to live from their art, showing a simple, purpose-driven path to achieve that goal.",marketing
2993,3017,Company Of One," will teach you how going small, not big when creating your own company will bring you independence, income, and lots of free time without the hassles of having to manage employees, long meetings, and forced growth.",marketing
2994,3018,Blitzscaling," is the strategy some of today’s most valuable companies have used to achieve huge market shares, insanely fast growth, big profit margins, and become corporate giants in a very short time.",marketing
2996,3020,The Greatest Salesman In The World, is a business classic that will help you become better at sales by becoming a better person all around.,marketing
3003,3027,The Fortune Cookie Principle," explains why a great product or service isn’t enough, how you can tell a compelling story about your brand and why that’s the most important aspect of running a business today.",marketing
3008,3032,Make A Killing On Kindle," shows you how you can market your self-published ebooks on Amazon the right way, without wasting time on social media or building a huge author platform first by focusing on a few key areas to set up your book for long-term sales in just 18 hours.",marketing
3009,3033,Free: The Future Of A Radical Price," explains how offering things for free has moved from marketing gimmick to truly sustainable business strategy, thanks to the power of the internet, and how free and freemium models are already changing how we sell stuff.",marketing
3010,3034,Facebook Ads Manual," gives you an exact, step-by-step tutorial to create and run your first Facebook ads campaign, allowing you to market your product, page, or yourself to a massive audience for next to no money and make you a true social media marketer.",marketing
3011,3035,Moonshot!, describes why now is the best time ever to build a business and how you can harness technology to create an experience customers will love by seeing the possibilities of the future before others do.,marketing
3012,3036,Behind The Cloud," tells the story of Salesforce.com, one of the biggest and earliest cloud computing, software-as-a-service companies in the world and how it went from small startup to billion-dollar status.",marketing
3013,3037,Confessions Of An Advertising Man," is the marketing bible of the 60s, written by “the father of advertising,” David Ogilvy to inspire a philosophy of honesty, hard work and ethical behavior in his industry.",marketing
3014,3038,Will It Fly," is a step-by-step guide to testing your business idea, making sure your new venture matches who you are, and not wasting time or money on something people won’t want, so your business won’t just run, but fly.",marketing
3016,3040,"Content, Inc."," describes a six-step model you can use to do your marketing long before you need it, without even having a product, or spending a lot of money, so your entrepreneurial venture will be a guaranteed success.",marketing
3017,3041,Design To Grow," uses Coca-Cola as an example of how keeping a company stable and flexible at the same time over decades is not only possible, but a must to grow and scale your business across the globe.",marketing
3018,3042,The Long Tail," explains why the big commercial hit is dead, how businesses can and will generate most of their future revenue from a long tail of niche products, which serve even the rarest customer needs, and what you can do to embrace this idea today.",marketing
3021,3045,The 22 Immutable Laws Of Marketing," is an absolute marketing classic, outlining 22 rules by which companies function, and, depending on how much you adhere to them, will determine the success or failure of your products and ultimately, your company.",marketing
3022,3046,One Simple Idea," shows you how to turn your ideas into licensed products and build copmanies around those that use outsourced manufacturers to produce, market, sell, ship and distribute those products.",marketing
3023,3047,The Freaks Shall Inherit The Earth," is Chris Brogan’s manual to help you do business your way, not care what anyone thinks, own your art and still use media in the best way possible to remain profitable.",marketing
3026,3050,The Personal MBA," will save you a few hundred grand by outlining everything you really need to know to get started on a thriving business, none of which is taught in expensive colleges.",marketing
3028,3052,Startup Growth Engines," shows you the strategies and tactics startups like Uber, Facebook and Yelp have used to achieve phenomenal growth in short time periods, and how you can use them to solve a big problem on a grand scale.",marketing
3032,3056,Delivering Happiness," explains how mega online shoe retailer Zappos built a unique company culture and customer experience worth remembering, which turned it into a billion dollar business.",marketing
3038,3062,The Thank You Economy," announces the return of small town courtesy to the world of business, thanks to social media, and shows you why business must not neglect nurturing its one-on-one relationships with customers through the new channels online, to thrive in the modern world.",marketing
3043,3067,The Art Of Social Media," is a compendium of over 100 practical tips to treat your social media presence like a business and use a bottom-up approach to get the attention your brand, product or business deserves.",marketing
3051,3075,Growth Hacker Marketing," explains the 4-step framework today’s startups use to remove the barrier between marketing and product development, thus making the product itself the best way to get new and more customers.",marketing
3052,3076,The Ultimate Sales Machine," is the legacy Chet Holmes left to help sales staff all over the world, by giving them 12 key strategies to relentlessly focus and execute on, in order to at least double their sales.",marketing
3062,3086,Blue Ocean Strategy," talks about a new type of business strategy that doesn’t necessarily rely on gaining a competitive advantage over your rivals, but on innovating your way out of the current market to create your own ocean of opportunities.",management
3076,3100,Managing Oneself," is a guide to developing a skillful persona and learning more about your strengths, weaknesses, inclinations, and how you collaborate with others, all while making yourself more knowledgeable about how to thrive in your career.",management
3081,3105,Elite Minds," delves into the idea of success and teaches you how to train your mind to tap into its highest potential, adopt a winning mentality, embrace the gifts you’ve been given and improve mental toughness.",management
3092,3116,High-Impact Tools for Teams," aims to combat recurring project-management problems that take place in teams and especially during meetings, which tend to get chaotic and deviate from their initial purpose, all through the Team Alignment Map, a solution proposed by the authors. ",management
3129,3153,"First, Break All The Rules"," claims that everything you think you know about managing people is wrong, revealing how you can challenge the status quo so that both you and those you lead will achieve their full potential.",management
3130,3154,Nail It Then Scale It, teaches you how to craft the perfect business plan and grow your company by focusing on getting to know your customers and solving their problems then creating products to solve those issues.,management
3144,3168,The Four Steps To The Epiphany, shows startups how to plan for and achieve success by giving examples of companies that failed and outlining the path they need to take to flourish.,management
3147,3171,Leadershift, will show you how to become a great leader by identifying the need to constantly improve your mindset and methods and showing you what to do so that you can make the biggest impact on your team and your organization.,management
3148,3172,Be Our Guest, shows you how to take better care of your customers by outlining the philosophy and systems that Disney has for taking care of theirs which have helped it become one of the most successful companies in the world.,management
3173,3197,In Search Of Excellence," is a study of America’s top 15 companies, revealing what entrepreneurs should focus on if they want their businesses to thrive.",management
3175,3199,Catalyst," explains why extraordinary career growth requires the right stimuli at the right time to propel you to the next level, and shows you how to cultivate them.",management
3179,3203,EntreLeadership, provides you with a path to becoming a great leader in your company by identifying the necessary management and entrepreneurial skills.,management
3187,3211,Theory U," helps leaders act based on the future, not the past, and allows them to create organizational change at a global level through creative and agile methodologies. ",management
3204,3228,The 21 Irrefutable Laws Of Leadership," shows you that leadership is learned not inherited and that you can become a leader too, if you internalize some of the universal principles at play in any leader-follower-relationship.",management
3210,3234,"Creativity, Inc."," is an instruction manual for instilling inspiration into employees, managers and bosses, by revealing the hidden forces that get in the way, based on over 30 years of experience of the president of Pixar, Ed Catmull.",management
3212,3236,The Rebel Rules," shows you how you can run a business by being yourself, relying on your vision, instinct, passion and agility to call the shots, stay innovative and maneuver your business like a startup, even if it’s long outgrown its baby pants.",management
